,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100000079,01.12.2021,31.01.2022,0,71878000,18210601020040000110,7321234.77,7512374.94,728042.79,4143839.72,1385565.81
1,8600*****************202100000079,01.12.2021,31.01.2022,0,71878000,18210102020010000110,1865720.01,2415670.88,102346.0,506631.36,1492572.34
2,8600*****************202100000079,01.12.2021,31.01.2022,0,71878000,18210501012010000110,0,0,0,1486.13,86.81
3,8600*****************202100000079,01.12.2021,31.01.2022,0,71878000,18210904052040000110,0,0,0,0,0.92
4,8600*****************202100000079,01.12.2021,31.01.2022,0,71878000,18211610129010000140,0,6804.99,1610.0,46521.43,1995.2
5,8600*****************202100000079,01.12.2021,31.01.2022,0,71879000,18210911020020000110,0,0,0,33.56,3717.83
6,8600*****************202100000079,01.12.2021,31.01.2022,0,71879000,18211610129010000140,0,900.0,3830.03,31540.64,27810.38
7,8600*****************202100000079,01.12.2021,31.01.2022,0,71879000,18210601020040000110,11625600.93,11572587.28,701549.72,5913571.52,1542865.33
8,8600*****************202100000079,01.12.2021,31.01.2022,0,71879000,18210102020010000110,0,0,0,0,9462.0
9,8600*****************202100000079,01.12.2021,31.01.2022,0,71879000,18210501012010000110,0,0,0,0,15830.94
