,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100000048,01.12.2021,31.01.2022,0,71873000,18210102030010000110,1368229.95,1815153.4,224149.83,1728578.13,2111871.17
1,8600*****************202100000048,01.12.2021,31.01.2022,0,71873000,18210501011010000110,0,142.02,4009.29,23836.84,156800.41
2,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210501011010000110,443.91,-24766.67,205.0,22040.12,666215.65
3,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210102030010000110,22911610.87,26179203.19,1450825.88,14714674.38,3730206.51
4,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210906030020000110,0,0,0,0,1047.72
5,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210102010010000110,-646560467.76,10026726.65,722569045.88,3576292.3,103333157.4
6,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18211610123010000140,0,25896.62,0,65440.86,21637.04
7,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210501022010000110,0,0,0,0,369458.06
8,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210504010020000110,1485.81,-13333.3,0,9797.11,340547.57
9,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210502010020000110,663.56,53698.98,39787.78,94376.86,556548.91
10,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210911010020000110,0,0,0,224.17,51077.93
11,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210606042040000110,2078984.21,2105394.36,191407.52,1537213.46,250008.78
12,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210904040010000110,0,0,7412.68,2.32,4574.41
13,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210604012020000110,2723527.14,2829849.96,66807.78,1191799.55,72105.39
14,8600*****************202100000048,01.12.2021,31.01.2022,0,71874000,18210502020020000110,0,0,0,0,13564.38
