,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100000032,01.07.2021,16.08.2021,0,71821153,18210601030130000110,1112.4,3553.85,0,37340.44,24432.57
1,8600*****************202100000032,01.07.2021,16.08.2021,0,71821153,18210604012020000110,1788.78,17431.84,602.49,64521.67,14998.95
2,8600*****************202100000032,01.07.2021,16.08.2021,0,71821153,18210606043130000110,-878.52,1896.66,1267.59,5379.58,9557.78
3,8600*****************202100000032,01.07.2021,16.08.2021,0,71821156,18210604012020000110,5483.42,6771.04,195.8,204689.33,34125.43
4,8600*****************202100000032,01.07.2021,16.08.2021,0,71821156,18210601030130000110,1889.94,276010.61,218.08,37514.85,43499.71
5,8600*****************202100000032,01.07.2021,16.08.2021,0,71821156,18210606043130000110,3421.14,197557.61,0,34670.1,87392.51
6,8600*****************202100000032,01.07.2021,16.08.2021,0,71821156,18211610129010000140,0,0,0,200.0,0
7,8600*****************202100000032,01.07.2021,16.08.2021,0,71821157,18210601030130000110,940.88,8245.11,1797.33,31816.96,18109.14
8,8600*****************202100000032,01.07.2021,16.08.2021,0,71821157,18210606043130000110,1025.68,55669.01,0,20086.92,21041.03
9,8600*****************202100000032,01.07.2021,16.08.2021,0,71821157,18210604012020000110,5898.35,228578.32,5113.64,183010.08,26273.44
10,8600*****************202100000032,01.07.2021,16.08.2021,0,71821151,18211610129010000140,0,0,0,0,200.0
11,8600*****************202100000032,01.07.2021,16.08.2021,0,71821151,18210604012020000110,-110.24,17193.94,0,56371.8,4165.84
12,8600*****************202100000032,01.07.2021,16.08.2021,0,71821151,18210601030130000110,8.57,38549.21,0,20762.17,23934.53
13,8600*****************202100000032,01.07.2021,16.08.2021,0,71821151,18210606043130000110,371.08,-3641.82,0,13799.53,19963.0
14,8600*****************202100000032,01.07.2021,16.08.2021,0,71821151,18210904053130000110,0,0,0,0,286.24
15,8600*****************202100000032,01.07.2021,16.08.2021,0,71821428,18210604012020000110,1302.66,4062.44,0.05,51962.61,8749.61
16,8600*****************202100000032,01.07.2021,16.08.2021,0,71821416,18210604012020000110,109.73,2156.36,0,3393.31,5354.69
