,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18210606042040000110,-109058.73,2784294.89,735736.45,1231174.62,2785759.65
1,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18210504010020000110,0,12000.0,12000.0,0,0
2,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18210502010020000110,0,1091.82,0,0,1091.82
3,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18210102010010000110,-242601228.25,3223252.52,221732816.58,752583.45,78107722.51
4,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18211610123010000140,0,0,0,17802.44,5000.0
5,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18210102030010000110,26400177.39,23749726.57,593456.03,12592994.43,3141475.23
6,8600*****************202100000082,01.10.2021,16.11.2021,0,71879000,18210501011010000110,0,3419.16,0,0,3419.16
7,8600*****************202100000082,01.10.2021,16.11.2021,0,71883000,18210102030010000110,37361948.63,41664317.66,1350737.13,3306773.21,6660413.29
8,8600*****************202100000082,01.10.2021,16.11.2021,0,71883000,18210102010010000110,-246854599.68,4041444.1,270164583.79,1154323.92,102142904.99
9,8600*****************202100000082,01.10.2021,16.11.2021,0,71883000,18211610123010000140,0,138.52,0,22161.48,0
