,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100000001,01.10.2021,16.11.2021,0,71800000,18210807010010000110,0,155.12,0,0,0
1,8600*****************202100000001,01.10.2021,16.11.2021,0,71800000,18210803010010000110,0,2250.0,0,0,0
2,8600*****************202100000001,01.10.2021,16.11.2021,0,71811151,18210102040010000110,0,1396421.0,0,0,0
3,8600*****************202100000001,01.10.2021,16.11.2021,0,71811151,18210803010010000110,0,1729126.41,0,0,0
4,8600*****************202100000001,01.10.2021,16.11.2021,0,71811151,18210807010010000110,0,1760.0,0,0,0
5,8600*****************202100000001,01.10.2021,16.11.2021,0,71811000,18210102040010000110,0,21600.0,0,0,0
6,8600*****************202100000001,01.10.2021,16.11.2021,0,71811000,18210803010010000110,0,208448.38,0,0,0
7,8600*****************202100000001,01.10.2021,16.11.2021,0,71811000,18211301190010000130,0,200.0,0,0,0
8,8600*****************202100000001,01.10.2021,16.11.2021,0,71811000,18210807310010000110,0,30300.0,0,0,0
9,8600*****************202100000001,01.10.2021,16.11.2021,0,71811000,18211301020010000130,0,9400.0,0,0,0
10,8600*****************202100000001,01.10.2021,16.11.2021,0,71811181,18210102040010000110,0,15180.0,0,0,0
11,8600*****************202100000001,01.10.2021,16.11.2021,0,71811415,18210803010010000110,0,2798.45,0,0,0
12,8600*****************202100000001,01.10.2021,16.11.2021,0,71811419,18210803010010000110,0,12357.25,0,0,0
13,8600*****************202100000001,01.10.2021,16.11.2021,0,71811410,18210803010010000110,0,3466.71,0,0,0
14,8600*****************202100000001,01.10.2021,16.11.2021,0,71811420,18210803010010000110,0,4209.21,0,0,0
15,8600*****************202100000001,01.10.2021,16.11.2021,0,71811412,18210803010010000110,0,3472.87,0,0,0
16,8600*****************202100000001,01.10.2021,16.11.2021,0,71811406,18210803010010000110,0,11644.58,0,0,0
17,8600*****************202100000001,01.10.2021,16.11.2021,0,71811406,18210807010010000110,0,2.0,0,0,0
18,8600*****************202100000001,01.10.2021,16.11.2021,0,71812151,18210803010010000110,0,1690025.12,0,0,0
19,8600*****************202100000001,01.10.2021,16.11.2021,0,71812154,18210803010010000110,0,897935.39,0,0,0
20,8600*****************202100000001,01.10.2021,16.11.2021,0,71812154,18210102040010000110,0,10120.0,0,0,0
21,8600*****************202100000001,01.10.2021,16.11.2021,0,71812000,18210803010010000110,0,102831.34,0,0,0
22,8600*****************202100000001,01.10.2021,16.11.2021,0,71812000,18210102040010000110,0,154695.0,0,0,0
23,8600*****************202100000001,01.10.2021,16.11.2021,0,71812420,18210803010010000110,0,1320.9,0,0,0
24,8600*****************202100000001,01.10.2021,16.11.2021,0,71812437,18210803010010000110,0,2207.49,0,0,0
25,8600*****************202100000001,01.10.2021,16.11.2021,0,71812424,18210803010010000110,0,2210.62,0,0,0
26,8600*****************202100000001,01.10.2021,16.11.2021,0,71812600,18210102040010000110,0,25300.0,0,0,0
27,8600*****************202100000001,01.10.2021,16.11.2021,0,71815000,18210803010010000110,0,200.0,0,0,0
28,8600*****************202100000001,01.10.2021,16.11.2021,0,71816000,18210803010010000110,0,2038204.4,0,0,0
29,8600*****************202100000001,01.10.2021,16.11.2021,0,71816000,18210807010010000110,0,800.0,0,0,0
30,8600*****************202100000001,01.10.2021,16.11.2021,0,71816000,18210102040010000110,0,1448345.0,0,0,0
31,8600*****************202100000001,01.10.2021,16.11.2021,0,71816160,18210803010010000110,0,784008.29,0,0,0
32,8600*****************202100000001,01.10.2021,16.11.2021,0,71816160,18211301020010000130,0,1200.0,0,0,0
33,8600*****************202100000001,01.10.2021,16.11.2021,0,71816151,18211301020010000130,0,400.0,0,0,0
34,8600*****************202100000001,01.10.2021,16.11.2021,0,71816151,18210803010010000110,0,9810.43,0,0,0
