,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100002807,01.11.2021,17.12.2021,49,71875000,18210101012020000110,64416310.9,60518146.92,10844451.86,2655747.54,20215737.97
1,8600*****************202100002807,01.11.2021,17.12.2021,49,71875000,18210502010020000110,96346.52,76790.18,0,66345.69,199567.96
2,8600*****************202100002807,01.11.2021,17.12.2021,49,71875000,18210501022010000110,0,0,0,0,6764.96
3,8600*****************202100002807,01.11.2021,17.12.2021,49,71875000,18211610123010000140,0,0,0,6000.0,0
4,8600*****************202100002807,01.11.2021,17.12.2021,49,71875000,18210501011010000110,6414479.52,11013592.99,0,2549551.51,6896140.65
5,8600*****************202100002807,01.11.2021,17.12.2021,49,71875000,18210907052040000110,0,0,0,0,5282.97
6,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210501011010000110,3488961.34,2794087.63,0,9005.7,2903041.62
7,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210502010020000110,89640.2,35575.87,7619.66,87910.64,22723.89
8,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210101012020000110,18070135.82,27350719.49,21740724.31,5179374.82,12633814.14
9,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210606032040000110,1905449.04,1383915.91,0,631997.59,280359.63
10,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210502020020000110,0,0,0,0,3525.21
11,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210501050010000110,0,0,0,0,25015.0
12,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210501021010000110,204899.7,376986.01,0,8553.49,391423.88
13,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210602020020000110,0,0,0,0,24422.08
14,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210904030010000110,0,0,0,0,110.43
15,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210604011020000110,7209184.07,4415784.99,17865.97,5367785.74,1921183.37
16,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210501012010000110,0,0,0,0,206745.42
17,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18210602010020000110,4380320.01,2469773.64,63590.94,3014001.84,406676.38
18,8600*****************202100002807,01.11.2021,17.12.2021,49,71876000,18211610129010000140,0,0,300.0,22500.0,10900.0
19,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210501012010000110,0,0,0,0,18025.0
20,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210604011020000110,461034.59,231802.25,0,182883.82,78404.47
21,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210501021010000110,116497.67,20408.16,16785.16,2873.67,0
22,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210501050010000110,0,0,0,0,20813.7
23,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210502020020000110,0,0,0,0,923.45
24,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210101012020000110,276555.02,226869.82,6792.9,146739.89,692900.25
25,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210502010020000110,50953.0,37201.65,0,81505.51,6976.23
26,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210501022010000110,0,0,0,0,7744.76
27,8600*****************202100002807,01.11.2021,17.12.2021,49,71877000,18210501011010000110,959407.06,825317.39,0,897513.35,101652.04
28,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210502010020000110,4152.0,2166.0,0,6.4,280.1
29,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210101012020000110,13648820.77,6067272.6,0,0,42670.66
30,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210606032040000110,65131.82,67335.91,0,0,2204.09
31,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210501050010000110,603.18,0,0,0,0
32,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210501021010000110,0,18016.0,0,0,19128.0
33,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210604011020000110,6681917.22,5608848.45,0,64820.7,3527862.37
34,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210501012010000110,0,0,0,0,53398.75
35,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18210602010020000110,1845183.27,1625645.0,0,156856.27,1120354.31
36,8600*****************202100002807,01.11.2021,17.12.2021,49,71878000,18211610129010000140,0,0,0,100.0,0
37,8600*****************202100002807,01.11.2021,17.12.2021,49,71879000,18211610129010000140,0,400.0,0,10200.0,1200.0
38,8600*****************202100002807,01.11.2021,17.12.2021,49,71879000,18210602010020000110,1219390.56,1222860.38,7946.9,3876.63,60027.08
39,8600*****************202100002807,01.11.2021,17.12.2021,49,71879000,18210604011020000110,3038642.35,3133426.54,4515.27,617750.69,419945.97
