,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100001623,01.09.2021,19.10.2021,0,71879000,18210803010010000110,0,449790.69,0,0,0
1,8600*****************202100001623,01.09.2021,19.10.2021,0,71879000,18210807310010000110,0,1048.29,0,0,0
2,8600*****************202100001623,01.09.2021,19.10.2021,0,71885000,18210803010010000110,0,600.0,0,0,0
3,8600*****************202100001623,01.09.2021,19.10.2021,0,71887000,18210803010010000110,0,323028.02,0,0,0
4,8600*****************202100001624,01.09.2021,19.10.2021,35,71887000,18210101012020000110,0,0,0,0,0
5,8600*****************202100001625,01.09.2021,19.10.2021,35,71812000,18210604011020000110,0,0,488.71,0,0
6,8600*****************202100001625,01.09.2021,19.10.2021,35,71812000,18211610129010000140,0,0,0,9216.66,0
7,8600*****************202100001625,01.09.2021,19.10.2021,35,71812151,18210604011020000110,155016.82,0,0,845404.87,0
8,8600*****************202100001625,01.09.2021,19.10.2021,35,71812151,18210602010020000110,2042971.78,0,0,8311636.66,0
9,8600*****************202100001625,01.09.2021,19.10.2021,35,71812151,18210101012020000110,0,0,3560.64,0,0
10,8600*****************202100001625,01.09.2021,19.10.2021,35,71821156,18210101012020000110,0,0,0,46835.91,0
11,8600*****************202100001625,01.09.2021,19.10.2021,35,71821156,18210606033130000110,-4341.66,0,0,120269.4,4341.66
12,8600*****************202100001625,01.09.2021,19.10.2021,35,71821156,18210604011020000110,1963.56,2855.0,0,22509.75,0
13,8600*****************202100001625,01.09.2021,19.10.2021,35,71821156,18210501021010000110,0,0,0,287924.88,0
14,8600*****************202100001625,01.09.2021,19.10.2021,35,71821156,18210602010020000110,972285.54,10366.31,0,1072465.3,0
15,8600*****************202100001626,01.09.2021,19.10.2021,35,71821404,18211610129010000140,0,0,0,0,0
16,8600*****************202100001627,01.09.2021,19.10.2021,35,71812154,18210102010010000110,4840387.49,4520410.0,73.44,0,1083001.0
17,8600*****************202100001627,01.09.2021,19.10.2021,35,71816423,18210102010010000110,1738105.24,881657.81,0,525957.94,19880.0
18,8600*****************202100001627,01.09.2021,19.10.2021,35,71816408,18210102010010000110,992580.59,781706.0,0,0,249468.32
19,8600*****************202100001627,01.09.2021,19.10.2021,35,71816163,18210102010010000110,1184767.02,0,0,0,0
20,8600*****************202100001627,01.09.2021,19.10.2021,35,71816000,18210102010010000110,0,0,30665.88,0,0
21,8600*****************202100001627,01.09.2021,19.10.2021,35,71818000,18210102010010000110,413399.93,610480.85,3749.0,198683.56,0
22,8600*****************202100001627,01.09.2021,19.10.2021,35,71819156,18210102010010000110,7148390.54,4777988.21,0,2330620.33,0
23,8600*****************202100001627,01.09.2021,19.10.2021,35,71821151,18210102010010000110,3100461.88,2087859.87,0,1035737.69,0
24,8600*****************202100001627,01.09.2021,19.10.2021,35,71821428,18210102010010000110,608380.06,599392.86,0,8598.01,178501.68
25,8600*****************202100001627,01.09.2021,19.10.2021,35,71821404,18210102010010000110,2044407.81,915624.12,0,8248019.29,0
26,8600*****************202100001627,01.09.2021,19.10.2021,35,71821157,18210102010010000110,189384.28,0,0,2767288.3,0
27,8600*****************202100001627,01.09.2021,19.10.2021,35,71821156,18210102010010000110,7834798.02,5044418.12,0,2813324.85,0
28,8600*****************202100001627,01.09.2021,19.10.2021,35,71821436,18210102010010000110,1293518.09,1302326.0,0,0,468701.22
29,8600*****************202100001627,01.09.2021,19.10.2021,35,71821000,18210102010010000110,0,0,0,0,1919.0
30,8600*****************202100001627,01.09.2021,19.10.2021,35,71826105,18210102010010000110,24626398.0,22984319.0,0,0,7151703.0
31,8600*****************202100001627,01.09.2021,19.10.2021,35,71826000,18210102010010000110,2741277.0,1791173.0,0,0,490527.0
32,8600*****************202100001627,01.09.2021,19.10.2021,35,71829000,18210102010010000110,2193776.0,1280319.0,0,0,96388.0
33,8600*****************202100001627,01.09.2021,19.10.2021,35,71871000,18210102010010000110,22457347.0,22042638.0,0,0,15077935.45
34,8600*****************202100001627,01.09.2021,19.10.2021,35,71873000,18210102010010000110,25013827.08,25863130.08,0,0,11949262.0
35,8600*****************202100001627,01.09.2021,19.10.2021,35,71874000,18210102010010000110,1027405.64,656669.56,0,370736.08,0
36,8600*****************202100001627,01.09.2021,19.10.2021,35,71875000,18210102010010000110,2116822.0,1991144.0,0,0,1358719.32
37,8600*****************202100001627,01.09.2021,19.10.2021,35,71876000,18210102010010000110,294316.56,254668.0,0,0,41341.87
38,8600*****************202100001627,01.09.2021,19.10.2021,35,71877000,18210102010010000110,3211974.0,2450232.0,0,0,538061.58
39,8600*****************202100001627,01.09.2021,19.10.2021,35,71878000,18210102010010000110,10572049.0,9474105.0,0,0,3119424.47
40,8600*****************202100001627,01.09.2021,19.10.2021,35,71879000,18211610129010000140,0,0,0,1000.0,0
41,8600*****************202100001627,01.09.2021,19.10.2021,35,71879000,18210102010010000110,28730216.3,25144264.29,0,363671.47,824261.31
42,8600*****************202100001627,01.09.2021,19.10.2021,35,71883000,18210102010010000110,600919.0,524492.0,0,0,666483.93
43,8600*****************202100001627,01.09.2021,19.10.2021,35,71885000,18210102010010000110,36648484.23,37733512.38,0,25651781.41,3807.64
