,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18210102040010000110,0,101166285.6,0,0,0
1,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18210802020010000110,0,6470.35,0,0,0
2,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18211301190010000130,0,1900.0,0,0,0
3,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18211301020010000130,0,83201.0,0,0,0
4,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18210807310010000110,0,86400.0,0,0,0
5,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18210803010010000110,0,478733.51,0,0,0
6,8600*****************202100000005,01.09.2021,19.10.2021,0,71876000,18210807010010000110,0,221744.76,0,0,0
7,8600*****************202100000005,01.09.2021,19.10.2021,0,71877000,18211301020010000130,0,15100.0,0,0,0
8,8600*****************202100000005,01.09.2021,19.10.2021,0,71877000,18210807010010000110,0,160.0,0,0,0
9,8600*****************202100000005,01.09.2021,19.10.2021,0,71877000,18210803010010000110,0,2542177.51,0,0,0
10,8600*****************202100000005,01.09.2021,19.10.2021,0,71877000,18210102040010000110,0,6107620.0,0,0,0
11,8600*****************202100000005,01.09.2021,19.10.2021,0,71877500,18210102040010000110,0,5060.0,0,0,0
12,8600*****************202100000005,01.09.2021,19.10.2021,0,71878000,18210807310010000110,0,14400.0,0,0,0
13,8600*****************202100000005,01.09.2021,19.10.2021,0,71878000,18210803010010000110,0,3133497.99,0,0,0
14,8600*****************202100000005,01.09.2021,19.10.2021,0,71878000,18210102040010000110,0,9353313.0,0,0,0
15,8600*****************202100000005,01.09.2021,19.10.2021,0,71878000,18210802020010000110,0,532.9,0,0,0
16,8600*****************202100000005,01.09.2021,19.10.2021,0,71878000,18211301020010000130,0,18000.0,0,0,0
17,8600*****************202100000005,01.09.2021,19.10.2021,0,71878000,18210807010010000110,0,1120.0,0,0,0
18,8600*****************202100000005,01.09.2021,19.10.2021,0,71878500,18210102040010000110,0,10120.0,0,0,0
19,8600*****************202100000005,01.09.2021,19.10.2021,0,71879000,18211301020010000130,0,20350.0,0,0,0
20,8600*****************202100000005,01.09.2021,19.10.2021,0,71879000,18210807010010000110,0,37600.0,0,0,0
21,8600*****************202100000005,01.09.2021,19.10.2021,0,71879000,18210803010010000110,0,5702829.52,0,0,0
22,8600*****************202100000005,01.09.2021,19.10.2021,0,71879000,18210807310010000110,0,31300.0,0,0,0
23,8600*****************202100000005,01.09.2021,19.10.2021,0,71879000,18210102040010000110,0,22386755.0,0,0,0
24,8600*****************202100000005,01.09.2021,19.10.2021,0,71879000,18211301190010000130,0,200.0,0,0,0
25,8600*****************202100000005,01.09.2021,19.10.2021,0,71879008,18210807010010000110,0,800.0,0,0,0
26,8600*****************202100000005,01.09.2021,19.10.2021,0,71883000,18210807010010000110,0,6100.0,0,0,0
27,8600*****************202100000005,01.09.2021,19.10.2021,0,71883000,18210807310010000110,0,1731052.0,0,0,0
28,8600*****************202100000005,01.09.2021,19.10.2021,0,71883000,18210803010010000110,0,4875708.25,0,0,0
29,8600*****************202100000005,01.09.2021,19.10.2021,0,71883000,18210102040010000110,0,8558247.0,0,0,0
30,8600*****************202100000005,01.09.2021,19.10.2021,0,71883000,18211301020010000130,0,32400.0,0,0,0
31,8600*****************202100000005,01.09.2021,19.10.2021,0,71884000,18210807010010000110,0,800.0,0,0,0
32,8600*****************202100000005,01.09.2021,19.10.2021,0,71884000,18210803010010000110,0,761352.93,0,0,0
33,8600*****************202100000005,01.09.2021,19.10.2021,0,71884000,18210102040010000110,0,40720.0,0,0,0
34,8600*****************202100000005,01.09.2021,19.10.2021,0,71885000,18210803010010000110,0,3765688.75,0,0,0
35,8600*****************202100000005,01.09.2021,19.10.2021,0,71885000,18210102040010000110,0,4488228.0,0,0,0
36,8600*****************202100000005,01.09.2021,19.10.2021,0,71885000,18211301020010000130,0,800.0,0,0,0
37,8600*****************202100000005,01.09.2021,19.10.2021,0,71885000,18210807010010000110,0,9800.0,0,0,0
38,8600*****************202100000005,01.09.2021,19.10.2021,0,71887000,18211301020010000130,0,6800.0,0,0,0
39,8600*****************202100000005,01.09.2021,19.10.2021,0,71887000,18210807010010000110,0,13301.0,0,0,0
40,8600*****************202100000005,01.09.2021,19.10.2021,0,71887000,18210803010010000110,0,3187836.28,0,0,0
41,8600*****************202100000005,01.09.2021,19.10.2021,0,71887000,18210807310010000110,0,36700.0,0,0,0
42,8600*****************202100000005,01.09.2021,19.10.2021,0,71887000,18210802020010000110,0,1200.0,0,0,0
43,8600*****************202100000005,01.09.2021,19.10.2021,0,71887000,18210102040010000110,0,1092974.0,0,0,0
44,8600*****************202100000005,01.09.2021,19.10.2021,0,71887100,18210803010010000110,0,750.0,0,0,0
45,8600*****************202100000006,01.09.2021,19.10.2021,0,71811151,18210803010010000110,0,34.12,0,0,0
46,8600*****************202100000006,01.09.2021,19.10.2021,0,71821000,18210803010010000110,0,43.66,0,0,0
47,8600*****************202100000006,01.09.2021,19.10.2021,0,71824104,18210803010010000110,0,300.0,0,0,0
48,8600*****************202100000006,01.09.2021,19.10.2021,0,71871000,18211301020010000130,0,200.0,0,0,0
49,8600*****************202100000006,01.09.2021,19.10.2021,0,71871000,18211301190010000130,0,100.0,0,0,0
50,8600*****************202100000006,01.09.2021,19.10.2021,0,71871000,18210803010010000110,0,1500.0,0,0,0
51,8600*****************202100000006,01.09.2021,19.10.2021,0,71872000,18210803010010000110,0,300.0,0,0,0
52,8600*****************202100000006,01.09.2021,19.10.2021,0,71873000,18210803010010000110,0,1552.66,0,0,0
53,8600*****************202100000006,01.09.2021,19.10.2021,0,71874000,18210803010010000110,0,650.0,0,0,0
54,8600*****************202100000006,01.09.2021,19.10.2021,0,71874000,18211301020010000130,0,400.0,0,0,0
55,8600*****************202100000006,01.09.2021,19.10.2021,0,71875000,18210807310010000110,0,300.0,0,0,0
56,8600*****************202100000006,01.09.2021,19.10.2021,0,71875000,18210803010010000110,0,2728.0,0,0,0
57,8600*****************202100000006,01.09.2021,19.10.2021,0,71876000,18210803010010000110,0,2300.0,0,0,0
58,8600*****************202100000006,01.09.2021,19.10.2021,0,71876000,18211301020010000130,0,600.0,0,0,0
59,8600*****************202100000006,01.09.2021,19.10.2021,0,71877000,18210803010010000110,0,765.0,0,0,0
60,8600*****************202100000006,01.09.2021,19.10.2021,0,71878000,18210803010010000110,0,200.0,0,0,0
61,8600*****************202100000006,01.09.2021,19.10.2021,0,71879000,18210807310010000110,0,300.0,0,0,0
62,8600*****************202100000006,01.09.2021,19.10.2021,0,71879000,18210803010010000110,0,4612.09,0,0,0
63,8600*****************202100000006,01.09.2021,19.10.2021,0,71887000,18210803010010000110,0,10820.95,0,0,0
64,8600*****************202100000007,01.09.2021,19.10.2021,0,71812151,18210803010010000110,0,317.36,0,0,0
65,8600*****************202100000007,01.09.2021,19.10.2021,0,71819000,18210803010010000110,0,618.45,0,0,0
66,8600*****************202100000007,01.09.2021,19.10.2021,0,71819000,18210102040010000110,0,20240.0,0,0,0
67,8600*****************202100000007,01.09.2021,19.10.2021,0,71819153,18210803010010000110,0,208.0,0,0,0
68,8600*****************202100000007,01.09.2021,19.10.2021,0,71819427,18210803010010000110,0,763.95,0,0,0
69,8600*****************202100000007,01.09.2021,19.10.2021,0,71821151,18210803010010000110,0,300.0,0,0,0
70,8600*****************202100000007,01.09.2021,19.10.2021,0,71824104,18210803010010000110,0,1621.86,0,0,0
71,8600*****************202100000007,01.09.2021,19.10.2021,0,71826000,18210803010010000110,0,0.05,0,0,0
72,8600*****************202100000007,01.09.2021,19.10.2021,0,71826000,18210102040010000110,0,81.24,0,0,0
73,8600*****************202100000007,01.09.2021,19.10.2021,0,71826000,18210807310010000110,0,300.0,0,0,0
74,8600*****************202100000007,01.09.2021,19.10.2021,0,71871000,18210803010010000110,0,300.0,0,0,0
75,8600*****************202100000007,01.09.2021,19.10.2021,0,71871000,18210807310010000110,0,740.0,0,0,0
76,8600*****************202100000007,01.09.2021,19.10.2021,0,71872000,18210803010010000110,0,181.66,0,0,0
77,8600*****************202100000007,01.09.2021,19.10.2021,0,71873000,18210803010010000110,0,752.3,0,0,0
78,8600*****************202100000007,01.09.2021,19.10.2021,0,71874000,18210803010010000110,0,875.0,0,0,0
79,8600*****************202100000007,01.09.2021,19.10.2021,0,71875000,18210803010010000110,0,13471.64,0,0,0
80,8600*****************202100000007,01.09.2021,19.10.2021,0,71876000,18210803010010000110,0,9598.45,0,0,0
81,8600*****************202100000007,01.09.2021,19.10.2021,0,71878000,18210803010010000110,0,200.0,0,0,0
