,ИдДок,ДатаДок,ДатаОтч,10100,20200,20300,30100,30200,30300,40100,50000
0,8600*****************202100002904,01.06.2021,16.07.2021,47,71873000,18210502010020000110,29966.62,43079.04,0,4064.13,0
1,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18210504010020000110,246397.04,40189.64,130.0,324.05,1082.46
2,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18210502020020000110,0,0,0,0,836.0
3,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18210502010020000110,51190.41,19336.93,25.0,22721.24,14666.11
4,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18211610129010000140,0,0,0,0,100.0
5,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18210501011010000110,224439.52,44642.6,41249.35,394633.52,44729.65
6,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18210501021010000110,0,0,0,0.19,0
7,8600*****************202100002904,01.06.2021,16.07.2021,47,71874000,18210102020010000110,0,0,0,0,13570.0
8,8600*****************202100002904,01.06.2021,16.07.2021,47,71875000,18210501021010000110,1550275.32,1424066.86,0,857.6,660952.31
9,8600*****************202100002904,01.06.2021,16.07.2021,47,71875000,18210501011010000110,867722.91,753996.66,0,125506.34,41706.7
10,8600*****************202100002904,01.06.2021,16.07.2021,47,71875000,18210102020010000110,50365.0,0,0,50865.0,53775.0
11,8600*****************202100002904,01.06.2021,16.07.2021,47,71875000,18210504010020000110,18949.0,17780.27,7125.3,113.35,49265.69
12,8600*****************202100002904,01.06.2021,16.07.2021,47,71875000,18210502010020000110,33227.67,14107.49,860.26,18822.82,51242.55
13,8600*****************202100002904,01.06.2021,16.07.2021,47,71875000,18211610129010000140,0,0,0,5000.0,0
14,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210504010020000110,61412.09,51596.25,3267.92,1974.0,232696.79
15,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210502010020000110,135678.51,157938.0,0,14130.47,36780.21
16,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210502020020000110,0,0,0,0,540.11
17,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210102020010000110,7619.13,4349.92,0,3269.21,0
18,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210501021010000110,1495590.43,1324951.0,0,32469.17,80754.94
19,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210501011010000110,591925.8,404850.13,0,140492.67,291444.12
20,8600*****************202100002904,01.06.2021,16.07.2021,47,71876000,18210501012010000110,0,0,0,0,109.7
21,8600*****************202100002904,01.06.2021,16.07.2021,47,71877000,18210502010020000110,0,0,0,0,4.66
22,8600*****************202100002904,01.06.2021,16.07.2021,47,71878000,18210504010020000110,116098.16,7445.98,0,16080.38,9774.0
23,8600*****************202100002904,01.06.2021,16.07.2021,47,71878000,18210102020010000110,0,0,0,0,2838.0
24,8600*****************202100002904,01.06.2021,16.07.2021,47,71878000,18210501011010000110,13985.0,19877.0,0,0,6427.0
25,8600*****************202100002904,01.06.2021,16.07.2021,47,71879000,18210501012010000110,0,0,0,0,1.0
26,8600*****************202100002904,01.06.2021,16.07.2021,47,71879000,18210501011010000110,0,0,0,0,15719.11
27,8600*****************202100002904,01.06.2021,16.07.2021,47,71879000,18210501021010000110,643158.37,581203.42,0,36240.55,12886.0
28,8600*****************202100002904,01.06.2021,16.07.2021,47,71879000,18210502010020000110,80592.32,73144.28,0,7515.9,0
29,8600*****************202100002904,01.06.2021,16.07.2021,47,71879000,18210504010020000110,142906.25,129036.0,0,6821.25,0
30,8600*****************202100002904,01.06.2021,16.07.2021,47,71879000,18210501050010000110,0,0,0,0,92.62
31,8600*****************202100002904,01.06.2021,16.07.2021,47,71883000,18210504010020000110,57937.42,26070.42,0,0,22459.0
32,8600*****************202100002904,01.06.2021,16.07.2021,47,71883000,18211610129010000140,0,0,600.0,0,0
33,8600*****************202100002904,01.06.2021,16.07.2021,47,71883000,18210502010020000110,57786.99,48832.45,12.02,0.64,0
34,8600*****************202100002904,01.06.2021,16.07.2021,47,71883000,18210502020020000110,0,0,0,0,6222.91
35,8600*****************202100002904,01.06.2021,16.07.2021,47,71883000,18210501011010000110,26285.19,41260.0,564.66,594.19,15004.34
36,8600*****************202100002904,01.06.2021,16.07.2021,47,71884000,18210502010020000110,70371.0,46029.0,0,0,20758.81
37,8600*****************202100002904,01.06.2021,16.07.2021,47,71884000,18210504010020000110,10001.5,10001.5,0,0,0
38,8600*****************202100002904,01.06.2021,16.07.2021,47,71885000,18210502010020000110,7608.0,2567.0,2567.0,0,1835.0
39,8600*****************202100002904,01.06.2021,16.07.2021,47,71885000,18210501011010000110,0,20683.0,0,0,20683.0
40,8600*****************202100002904,01.06.2021,16.07.2021,47,71887000,18210501011010000110,10783.06,29922.65,0,2240.93,21225.48
41,8600*****************202100002904,01.06.2021,16.07.2021,47,71887000,18210501021010000110,14802.85,0,0,14802.85,0
42,8600*****************202100002904,01.06.2021,16.07.2021,47,71887000,18210504010020000110,261302.4,129282.44,0,6089.47,28790.5
